,Clase de la via,Particula de la via,Nombre de la via,Codigo de vía,Distritos atravesados,Literal completo del vial 
8355,CAMINO                  ,      ,VIEJO DE VICALVARO                              ,778900,19.0,CAMINO VIEJO DE VICÁLVARO                                      
8356,AVENIDA                 ,DE    ,CANILLEJAS A VICALVARO                          ,778910,21.0,AVENIDA DE CANILLEJAS A VICÁLVARO                              
8357,CARRETERA               ,DE    ,VICALVARO A RIVAS DEL JARAMA                    ,778930,19.0,CARRETERA DE VICÁLVARO A RIVAS DEL JARAMA                      
8358,AVENIDA                 ,DE LA ,DEMOCRACIA                                      ,778950,19.0,AVENIDA DE LA DEMOCRACIA                                       
8359,CALLE                   ,DE    ,VICENTA JIMENEZ                                 ,779000,11.0,CALLE DE VICENTA JIMÉNEZ                                       
8360,CALLE                   ,DE    ,VICENTA PACHON                                  ,779100,11.0,CALLE DE VICENTA PACHÓN                                        
8361,CALLE                   ,DE    ,VICENTA PARRA                                   ,779200,11.0,CALLE DE VICENTA PARRA                                         
8362,CALLE                   ,DE    ,VICENTA VILLEGAS                                ,779300,10.0,CALLE DE VICENTA VILLEGAS                                      
8363,CALLE                   ,DE    ,VICENTE ALEIXANDRE                              ,779650,7.0,CALLE DE VICENTE ALEIXANDRE                                    
8364,CALLE                   ,DE    ,VICENTE BAENA                                   ,779660,8.0,CALLE DE VICENTE BAENA                                         
8365,CALLE                   ,DE    ,VICENTE BAHAMONDE                               ,779800,13.0,CALLE DE VICENTE BAHAMONDE                                     
8366,CALLE                   ,DE    ,VICENTE BAUTISTA                                ,779900,11.0,CALLE DE VICENTE BAUTISTA                                      
8367,CALLE                   ,DE    ,VICENTE CABALLERO                               ,780000,3.0,CALLE DE VICENTE CABALLERO                                     
8368,TRAVESIA                ,DE    ,VICENTE CABALLERO                               ,780100,3.0,TRAVESÍA DE VICENTE CABALLERO                                  
8369,CALLE                   ,DE    ,VICENTE CAMARON                                 ,780200,10.0,CALLE DE VICENTE CAMARÓN                                       
8370,CALLE                   ,DE    ,VICENTE CARBALLAL                               ,780300,17.0,CALLE DE VICENTE CARBALLAL                                     
8371,CALLE                   ,DE    ,VICENTE ESPINEL                                 ,780500,15.0,CALLE DE VICENTE ESPINEL                                       
8372,CALLE                   ,DE    ,VICENTE DE EUSEBIO                              ,780525,16.0,CALLE DE VICENTE DE EUSEBIO                                    
8373,CALLE                   ,DE    ,VICENTE GACEO                                   ,780550,6.0,CALLE DE VICENTE GACEO                                         
8374,CALLE                   ,DE    ,VICENTE JIMENEZ                                 ,780800,20.0,CALLE DE VICENTE JIMÉNEZ                                       
8375,CALLE                   ,DE    ,VICENTE JIMENO                                  ,780900,8.0,CALLE DE VICENTE JIMENO                                        
8376,CALLE                   ,DE    ,VICENTE LOPEZ                                   ,781000,8.0,CALLE DE VICENTE LÓPEZ                                         
8377,CALLE                   ,DE    ,VICENTE MARTIN ARIAS                            ,781100,11.0,CALLE DE VICENTE MARTÍN ARIAS                                  
8378,CALLE                   ,DE    ,VICENTE MUZAS                                   ,781200,15.0,CALLE DE VICENTE MUZAS                                         
8379,CALLE                   ,DE    ,VICENTE QUESADA                                 ,781410,11.0,CALLE DE VICENTE QUESADA                                       
